task_id,content_difficulty_level,content_difficulty_score,original_difficulty_level,domain,task_category,scene_id,motion_type,viewpoint_motion_target,content_difficulty_factors
erob_170,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_tool_contact_force,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_174,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_tool_contact_force,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_177,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_multi_robot_coordination,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_179,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_tool_contact_force,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_182,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_light_curtain_emergency_stop,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_184,adversarial,6.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_arm_precision_grasp,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.45}"
erob_185,adversarial,6.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_arm_precision_grasp,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.45}"
erob_186,adversarial,6.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_arm_precision_grasp,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.45}"
erob_187,adversarial,6.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_arm_precision_grasp,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.45}"
erob_189,adversarial,6.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_arm_precision_grasp,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.45}"
erob_190,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_193,hard,5.45,adversarial,embodied_robotics,topology_mutation_and_failure,erob_gripper_failure_recovery,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
erob_195,hard,5.45,adversarial,embodied_robotics,topology_mutation_and_failure,erob_gripper_failure_recovery,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
erob_210,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_amr_warehouse_navigation,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_211,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_amr_warehouse_navigation,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_216,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_quadruped_stairs_rubble_fpv,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_222,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_quadruped_stairs_rubble_fpv,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_224,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_light_curtain_emergency_stop,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_229,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_agv_rollup_door_interlock,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_230,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_agv_rollup_door_interlock,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_233,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_agv_rollup_door_interlock,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_234,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_agv_rollup_door_interlock,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_235,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_agv_rollup_door_interlock,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_237,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_agv_rollup_door_interlock,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_241,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_agv_rollup_door_interlock,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_245,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_human_handover,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_246,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_human_handover,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_249,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_safety_scanner_slowdown,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_250,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_safety_scanner_slowdown,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_259,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_260,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_261,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_human_handover,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
hload_001,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_dual_crawler_crane_lift,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_002,hard,5.35,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_dual_crawler_crane_lift,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_005,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_dual_crawler_crane_lift,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_011,adversarial,7.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_wire_rope_overload_snap,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.55}"
hload_012,adversarial,7.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_wire_rope_overload_snap,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.55}"
hload_014,adversarial,7.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_wire_rope_overload_snap,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.55}"
hload_015,adversarial,7.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_wire_rope_overload_snap,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.55}"
hload_018,adversarial,7.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_wire_rope_overload_snap,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.55}"
hload_021,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_mining_truck_muddy_slope,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_022,hard,5.35,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_mining_truck_muddy_slope,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_023,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_mining_truck_muddy_slope,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_025,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_mining_truck_muddy_slope,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_031,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_gantry_wind_disturbance,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_033,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_gantry_wind_disturbance,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_041,easy,3.9,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_042,medium,4.8,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_051,hard,5.35,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_excavator_linkage_loading,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_056,medium,4.45,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_excavator_linkage_loading,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_058,medium,4.45,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_excavator_linkage_loading,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_061,adversarial,6.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_ground_settlement_outrigger,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
hload_062,adversarial,6.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_ground_settlement_outrigger,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
hload_063,adversarial,6.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_ground_settlement_outrigger,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
hload_069,adversarial,6.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_ground_settlement_outrigger,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
hload_071,medium,4.85,adversarial,heavy_load_construction,fluid_dynamics_and_thermodynamics,hload_tunnel_pipe_burst_mud_surge,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.7}"
hload_072,hard,5.85,adversarial,heavy_load_construction,fluid_dynamics_and_thermodynamics,hload_tunnel_pipe_burst_mud_surge,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.7}"
hload_076,hard,5.85,adversarial,heavy_load_construction,fluid_dynamics_and_thermodynamics,hload_tunnel_pipe_burst_mud_surge,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.7}"
hload_077,medium,4.85,adversarial,heavy_load_construction,fluid_dynamics_and_thermodynamics,hload_tunnel_pipe_burst_mud_surge,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.7}"
hload_081,easy,3.35,adversarial,heavy_load_construction,industrial_logic_and_compliance,hload_hoist_collision_near_structure,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
hload_082,easy,3.35,adversarial,heavy_load_construction,industrial_logic_and_compliance,hload_hoist_collision_near_structure,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
hload_083,easy,3.35,adversarial,heavy_load_construction,industrial_logic_and_compliance,hload_hoist_collision_near_structure,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
hload_085,easy,3.35,adversarial,heavy_load_construction,industrial_logic_and_compliance,hload_hoist_collision_near_structure,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
hload_091,hard,5.35,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_formwork_collapse_local,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
hload_092,hard,5.35,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_formwork_collapse_local,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
hload_095,hard,5.35,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_formwork_collapse_local,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
hload_096,hard,5.35,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_formwork_collapse_local,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
hload_109,medium,4.85,adversarial,heavy_load_construction,fluid_dynamics_and_thermodynamics,hload_tunnel_pipe_burst_mud_surge,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.7}"
hload_115,easy,3.9,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_117,hard,5.35,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_excavator_linkage_loading,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_119,adversarial,6.25,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_ground_settlement_outrigger,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
hload_120,easy,3.35,adversarial,heavy_load_construction,industrial_logic_and_compliance,hload_hoist_collision_near_structure,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
hload_121,easy,3.9,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_123,easy,3.9,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_125,easy,3.9,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_126,easy,3.9,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_127,easy,3.9,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_129,easy,3.9,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_132,easy,3.9,adversarial,heavy_load_construction,spatial_exploration_and_viewpoint,hload_bridge_segment_alignment_drone,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
hload_134,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_dual_crawler_crane_lift,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_136,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_dual_crawler_crane_lift,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_137,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_dual_crawler_crane_lift,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_138,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_dual_crawler_crane_lift,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_140,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_mining_truck_muddy_slope,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_141,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_mining_truck_muddy_slope,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_145,adversarial,6.25,hard,heavy_load_construction,rigid_body_kinematics_and_coupling,hload_mining_truck_muddy_slope,orbit,45.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
hload_147,hard,5.35,adversarial,heavy_load_construction,topology_mutation_and_failure,hload_formwork_collapse_local,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
